Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1393853732681617410,covid19,0,7,MISC,0.9994
1393853732681617410,gobierno,12,20,ORG,0.9999
1393853732681617410,pandemia,55,63,MISC,0.9915
1393853741598756865,jmaquiavello,4,16,PER,0.9995
1393853741598756865,karchez,49,56,PER,0.9999
1393853748619972608,patriciajaniot,4,18,PER,0.8706
1393853748619972608,covid19,91,98,MISC,0.9999
1393853748619972608,eeuu,102,106,LOC,1.0
1393853749202935808,fedemartinon,4,16,ORG,0.9784
1393853749202935808,covid19,75,82,MISC,0.9854
1393853755355959297,fiorella,14,22,PER,0.9985
1393853755355959297,chavista,38,46,MISC,0.9989
1393853755355959297,vacunación,74,84,MISC,0.9205
1393853755355959297,venezuela,114,123,LOC,1.0
1393853755355959297,vacuna,178,184,MISC,0.9735
1393853755355959297,chavista,226,234,MISC,0.9906
1393853761353830401,9582vfidel,4,14,PER,0.666
1393853764080185348,samfyc,4,10,ORG,0.9999
1393853764080185348,revista medicina de familia andalucía,39,76,ORG,0.9978
1393853764080185348,revistamfsamfyc,79,94,ORG,0.9849
1393853764080185348,diabetes,128,136,MISC,0.9852
1393853772284276742,concordiareales,4,19,ORG,0.9872
1393853772284276742,concordia real española,62,85,ORG,0.9999
1393853777145380869,perbess,4,11,PER,0.9256
1393853777145380869,cdcgov,23,29,ORG,0.999
1393853777145380869,eeuu,69,73,LOC,0.9999
1393853787094257666,carmen hervás,10,23,PER,0.9999
1393853787094257666,badenochclark,25,38,ORG,0.9782
1393853787094257666,adeccogroupes,40,53,ORG,0.9992
1393853787094257666,covid19,141,148,MISC,0.9999
1393853793289347073,mmppccmm,1,9,ORG,0.9993
1393853793289347073,pigasus,11,18,ORG,0.475
1393853793289347073,edelmiroroca,25,37,PER,0.3662
1393853793289347073,jc,39,41,ORG,0.979
1393853793289347073,cam,177,180,ORG,0.984
1393853793289347073,españa,205,211,LOC,1.0
1393853816433487874,itacavida,4,13,ORG,0.9888
1393853816433487874,covid19,48,55,PER,0.998
1393853816433487874,actasanitaria,110,123,ORG,0.8347
1393853826936016897,ernestoyamhure,4,18,PER,0.6166
1393853826936016897,covid19,52,59,MISC,0.9984
1393853826936016897,petrogustav,127,138,PER,0.9159
1393853832707420160,psoebenalmadena,4,19,ORG,0.9804
1393853832707420160,junta de andalucía,24,42,ORG,0.9999
1393853841137934340,comunicacionsv,4,18,ORG,0.9848
1393853841137934340,nayibbukele,46,57,PER,0.4387
1393853847634911237,franalabi,4,13,PER,0.5224
1393853847634911237,covid19,18,25,MISC,0.9999
1393853860163244033,caraotadigital,4,18,ORG,0.998
1393853864248586240,lolaneuromd,4,15,ORG,0.9906
1393853864248586240,covid,61,66,PER,0.9035
1393853871722749954,flmirones,4,13,PER,0.9206
1393853871722749954,mironews,15,23,ORG,0.9971
1393853871722749954,usa,59,62,LOC,0.9947
1393853871722749954,cdc,68,71,ORG,0.9999
1393853874327506948,belgica,236,243,LOC,0.9985
1393853874327506948,sanidadpublica,254,268,MISC,0.9918
1393853875648614400,relulu02,4,12,PER,0.5258
1393853875648614400,ghitis,15,21,PER,0.7675
1393853875648614400,navarrowolff,23,35,PER,0.7869
1393853877800345603,israel,36,42,LOC,1.0
1393853877800345603,covid,50,55,MISC,0.9997
1393853880807608321,covid19,22,29,MISC,0.9922
1393853880807608321,covid19vaccination,30,48,MISC,0.9929
1393853880807608321,covid,49,54,MISC,0.9897
1393853880807608321,coronacrisis,59,71,MISC,0.9605
1393853880807608321,bermuda,72,79,MISC,0.6063
1393853880807608321,coronavaccine,80,93,MISC,0.9902
1393853885647921154,telegrafia01,4,16,ORG,0.9987
1393853885647921154,covid,56,61,MISC,0.9999
1393853886381887488,luisinapitu,4,15,PER,0.6436
