Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
,oms,3,6,ORG,0.9997
,enfrmrasaturada,19,34,PER,0.996
,ejército,81,89,ORG,0.9999
,héctor castiñeira,125,142,PER,0.9999
,josepfita,240,249,PER,0.9976
,ómicron,44,51,MISC,0.9993
,omicron,186,193,MISC,0.848
,covid-19,42,50,MISC,0.9999
,esa,54,57,LOC,0.9473
,españa,33,39,LOC,1.0
,legislativo,56,67,MISC,0.9999
,sars-cov-2,144,154,MISC,0.9999
,cesarcombina,4,16,ORG,0.635
,covid,68,73,MISC,0.9998
,unicefenespanol,66,81,ORG,0.9083
,fiafdn,83,89,ORG,1.0
,childhealthgi,91,104,ORG,0.9969
,covid-19,127,135,MISC,0.9999
,rparrawong,4,14,ORG,0.6973
,covid-19,27,35,MISC,0.9987
,peru,36,40,LOC,0.9999
,pcr,72,75,MISC,0.9996
,ag,84,86,MISC,0.9997
,inconforme75,4,16,MISC,0.5343
,covid,72,77,MISC,0.9998
,sandralopezleon,4,19,PER,0.6225
,covid,39,44,MISC,0.9998
,misc,105,109,MISC,0.9997
,camilarz,4,12,PER,0.9241
,manuel,4,10,PER,0.5066
,fkrklect,17,25,ORG,0.6318
,omicron,26,33,MISC,0.9998
,sudafricana,69,80,LOC,0.3597
,fauci,123,128,MISC,0.5152
,elhuffpost,4,14,ORG,0.9912
,covid,26,31,PER,0.9926
,austria,63,70,LOC,1.0
,pandemia,16,24,MISC,0.9937
,covid19 sanadistancia,63,84,MISC,0.5532
,saltillo,85,93,LOC,0.9994
,sealand,14,21,LOC,0.9899
,reino unido,50,61,ORG,0.9999
,lucho borrego,12,25,PER,0.9999
,mariangel villasmil,59,78,PER,1.0
,arnoldt800,4,14,ORG,0.7112
,envideo,0,7,MISC,0.9461
,youtube,40,47,MISC,0.9177
,guayana,95,102,LOC,1.0
,marcoaflorest,4,17,ORG,0.9995
,unicef,45,51,ORG,0.9999
,pib,121,124,MISC,0.9999
,meganoticiascl,4,18,ORG,0.4908
,meganoticiasprime,22,39,MISC,0.9879
,joseantoniokast,43,58,PER,0.9521
,meganoticias,62,74,MISC,0.9997
,covid,30,35,ORG,0.9996
,omicron persei,59,73,PER,0.7717
,davidtorrero8,12,25,PER,0.9992
,cir,27,30,ORG,0.9812
,longcovid,31,40,ORG,0.8154
,longcovidspain,42,56,ORG,0.4562
,españa,140,146,LOC,1.0
,covid-19,43,51,MISC,0.8821
,china,4,9,ORG,0.9997
,yn46,10,14,ORG,0.9861
,covid,32,37,LOC,0.9281
,jradzinsky,4,14,PER,0.5041
,perú,134,138,LOC,0.9999
,milenio,4,11,ORG,0.8954
,astrazeneca,94,105,ORG,0.9998
,noticiarioss,4,16,ORG,0.9984
,cádiz,20,25,LOC,1.0
,nazarenodecadiz,45,60,MISC,0.4129
,cadizdelrosario,64,79,MISC,0.7133
,universo twitter,82,98,MISC,0.6474
,misifu72,4,12,ORG,0.809
,twitch,114,120,MISC,0.9964
,veronicamanjon,125,139,PER,0.9988
,lximenezfyvie,4,17,PER,0.928
,ómicron,19,26,PER,0.9405
,heraldodemexico,79,94,ORG,0.7651
,sergiosarmiento,115,130,PER,0.9961
,lup,136,139,PER,0.9329
,canalisback,4,15,PER,0.8981
,covid,94,99,MISC,0.9997
,truthseeker5070,4,19,MISC,0.6834
,lirio,1,6,PER,0.9821
,ag,7,9,ORG,0.9551
,covid-19,44,52,MISC,0.9999
,europa,68,74,LOC,1.0
,croacia,77,84,ORG,0.9984
,deguantanamo,4,16,ORG,0.9993
,guantanamo,41,51,LOC,1.0
,feemdecuba,72,82,ORG,0.9971
,jóvenes por la vida,103,122,MISC,0.9725
,condesa_roja,4,16,PER,0.971
,covidpassport,69,82,MISC,0.5914
,ruben,4,9,PER,0.9954
,cortes,10,16,ORG,0.9976
,covid-19,41,49,MISC,0.9998
,gobcdmx,4,11,ORG,0.9995
,ciudad,75,81,LOC,0.9991
,covid19,92,99,MISC,0.9998
,protégetey,127,137,MISC,0.8613
,camilarz,4,12,PER,0.9241
,ómicron,66,73,MISC,0.9999
,arnoldt800,4,14,ORG,0.7112
,covid-19,16,24,MISC,0.9995
,brasil,28,34,LOC,0.9999
,niobe54501582,4,17,MISC,0.6374
,lajornadaonline,4,19,ORG,0.9395
,myanmar,42,49,ORG,0.5586
,officialsuukyi,52,66,PER,0.9827
,omicron,25,32,MISC,0.9999
,sarah gilbert,80,93,PER,0.9999
,oxford-astrazeneca,117,135,MISC,0.9999
,pandemiadecoronavirus,220,241,MISC,0.9842
,salud,242,247,MISC,0.9856
,minitakoyakii,4,17,MISC,0.6434
,covid,114,119,MISC,0.9889
,covid-19,42,50,MISC,0.9999
,astrazeneca,112,123,ORG,0.9999
,jantetelco,128,138,LOC,1.0
,temoac,140,146,LOC,1.0
,jonacatepec,148,159,LOC,1.0
,tepalcingo,161,171,LOC,1.0
,coatetelco,174,184,LOC,1.0
,covid,58,63,MISC,0.9041
,19,64,66,MISC,0.912
,covid19,195,202,MISC,0.9275
,omicron,140,147,MISC,0.9809
,gobcdmx,4,11,ORG,0.9966
,covid19,93,100,MISC,0.9998
,ministro de salud,3,20,PER,0.9991
,kakaseno,120,128,PER,0.9126
,betófilo,148,156,MISC,0.9461
,willax,170,176,LOC,0.9971
,drchavezdiaz,4,16,PER,0.9995
,méxico,21,27,LOC,1.0
,astrazeneca,123,134,ORG,0.9999
,frayjosepho,4,15,PER,0.9549
,camilarz,4,12,PER,0.9241
,buenrollo13,4,15,MISC,0.5484
,el carabobeño,0,13,ORG,0.9997
,covid-19,56,64,MISC,0.9997
,frayjosepho,4,15,PER,0.9632
,claveculturaltv,48,63,ORG,0.9237
,gobierno ayuso,41,55,ORG,0.9998
,protocolo,66,75,MISC,0.9999
,teinteresa,7,17,MISC,0.9931
,omicron,60,67,MISC,0.757
,azucenau,4,12,ORG,0.9879
,covid19,96,103,MISC,0.9999
,gobcdmx,4,11,ORG,0.9966
,covid19,93,100,MISC,0.9998
,covid,19,24,MISC,0.7336
,carol_del_mar,4,17,PER,0.9689
,elhuffpost,4,14,ORG,0.9955
,fmi,19,22,ORG,0.9999
,miquel,4,10,PER,0.9956
,fafdajalebie,1,13,PER,0.9663
,diimplegirll,15,27,MISC,0.2886
,realshitgyan,63,75,PER,0.6906
,babachuism,77,87,PER,0.8885
,rvcj,89,93,MISC,0.621
,educatedmoron,98,111,MISC,0.5445
,sarcasticsourav,113,128,MISC,0.9047
,chale jao corona ji,129,148,MISC,0.999
,danimateoagain,4,18,PER,0.9998
,covid,83,88,MISC,0.9998
,camilarz,4,12,PER,0.9241
,ómicron,0,7,ORG,0.9999
,são paulo,17,26,ORG,0.948
,oms,14,17,ORG,0.9998
,covid19,94,101,MISC,0.9987
,azucenau,4,12,ORG,0.9652
,covid,80,85,MISC,0.9999
,drpacomoreno1,4,17,PER,0.9993
,covid19,81,88,MISC,0.9999
,castillayleón,92,105,LOC,0.9427
,castillayleón,92,105,LOC,0.923
,pwermus,4,11,ORG,0.998
,argentina,17,26,LOC,0.8823
,hiv,38,41,MISC,0.9998
,covid,90,95,MISC,0.9999
,finanzas,4,12,ORG,0.5146
,times,13,18,ORG,0.9863
,japón,23,28,LOC,1.0
,ministro de sanidad,34,53,PER,0.9992
,miocarditis,90,101,MISC,0.9999
,pericarditis,105,117,MISC,0.9999
,eduardo,4,11,PER,0.9781
,v2017,12,17,MISC,0.9404
,ministeriosalud,39,54,ORG,0.9954
,ispch,56,61,ORG,0.995
,drenriqueparis,63,77,MISC,0.745
,ivanduque,4,13,PER,0.7421
,minsaludcol,55,66,ORG,0.973
,navidad,86,93,MISC,0.5971
,tlalpan,53,60,LOC,0.9998
,covid 19,113,121,MISC,0.9998
,adrianzeneduard,1,16,PER,0.9954
