"","Year","Month","Text","Count"
"1",2020,2,"méxico",45415
"2",2020,2,"china",29836
"3",2020,2,"sofia",7508
"4",2020,2,"wuhan",6840
"5",2020,2,"ecuador",5847
"6",2020,4,"argentina",9200
"7",2020,4,"españa",6532
"8",2020,4,"méxico",6114
"9",2020,4,"venezuela",5855
"10",2020,4,"wuhan",3876
"11",2020,5,"méxico",22916
"12",2020,5,"españa",22422
"13",2020,5,"venezuela",19916
"14",2020,5,"chile",13603
"15",2020,5,"brasil",8870
"16",2020,6,"méxico",32836
"17",2020,6,"españa",32784
"18",2020,6,"chile",23560
"19",2020,6,"australia",22406
"20",2020,6,"venezuela",18977
"21",2020,7,"méxico",8990
"22",2020,7,"venezuela",8350
"23",2020,7,"españa",8267
"24",2020,7,"colombia",6337
"25",2020,7,"argentina",4663
"26",2020,8,"venezuela",25989
"27",2020,8,"españa",21615
"28",2020,8,"méxico",19683
"29",2020,8,"wuhan",15693
"30",2020,8,"sevilla",6733
"31",2020,9,"madrid",114268
"32",2020,9,"españa",80337
"33",2020,9,"venezuela",72323
"34",2020,9,"méxico",34516
"35",2020,9,"argentina",27757
"36",2020,10,"españa",13449
"37",2020,10,"argentina",7991
"38",2020,10,"venezuela",7382
"39",2020,10,"méxico",7130
"40",2020,10,"europa",4841
"41",2020,11,"venezuela",6768
"42",2020,11,"méxico",4968
"43",2020,11,"españa",4506
"44",2020,11,"argentina",2929
"45",2020,11,"eeuu",2305
"46",2020,12,"chile",17785
"47",2020,12,"venezuela",13779
"48",2020,12,"méxico",9260
"49",2020,12,"madrid",8564
"50",2020,12,"españa",6443
"51",2021,1,"venezuela",443763
"52",2021,1,"méxico",442512
"53",2021,1,"españa",183454
"54",2021,1,"colombia",136098
"55",2021,1,"brasil",96566
"56",2021,2,"venezuela",403539
"57",2021,2,"méxico",316780
"58",2021,2,"españa",144727
"59",2021,2,"colombia",73750
"60",2021,2,"chile",48552
"61",2021,3,"venezuela",736185
"62",2021,3,"méxico",298313
"63",2021,3,"brasil",240156
"64",2021,3,"chile",84008
"65",2021,3,"caracas",66222
"66",2021,4,"venezuela",763237
"67",2021,4,"méxico",202858
"68",2021,4,"india",115238
"69",2021,4,"brasil",111371
"70",2021,4,"colombia",84333
"71",2021,5,"venezuela",219796
"72",2021,5,"méxico",184559
"73",2021,5,"argentina",139016
"74",2021,5,"india",75503
"75",2021,5,"españa",59020
"76",2021,6,"méxico",150899
"77",2021,6,"venezuela",141202
"78",2021,6,"argentina",105493
"79",2021,6,"colombia",86981
"80",2021,6,"cuba",74273
"81",2021,7,"cuba",291144
"82",2021,7,"méxico",269712
"83",2021,7,"españa",142372
"84",2021,7,"venezuela",122620
"85",2021,7,"argentina",45542
"86",2021,8,"méxico",220890
"87",2021,8,"cuba",139289
"88",2021,8,"venezuela",98404
"89",2021,8,"españa",75164
"90",2021,8,"argentina",19769
"91",2021,9,"méxico",125218
"92",2021,9,"cuba",93345
"93",2021,9,"venezuela",71933
"94",2021,9,"españa",44520
"95",2021,9,"us",40461
"96",2021,10,"méxico",96447
"97",2021,10,"venezuela",88087
"98",2021,10,"cuba",50067
"99",2021,10,"españa",46084
"100",2021,10,"eeuu",19812
"101",2021,11,"méxico",101862
"102",2021,11,"europa",86935
"103",2021,11,"venezuela",76067
"104",2021,11,"españa",72848
"105",2021,11,"sudáfrica",69610
"106",2021,12,"españa",154843
"107",2021,12,"méxico",105425
"108",2021,12,"cuba",43824
"109",2021,12,"venezuela",40883
"110",2021,12,"madrid",29674
