Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1400633403481812992,covid19,67,74,MISC,0.9984
1400633403481812992,covid19,197,204,MISC,0.6562
1400633404358598656,aciprensa,4,13,ORG,0.9992
1400633404358598656,covid19,42,49,MISC,0.9999
1400633404358598656,p,54,55,PER,0.9723
1400633404358598656,pablo augusto meloni navarro,57,85,PER,0.9975
1400633404358598656,lima,109,113,LOC,0.9999
1400633404358598656,perú,115,119,LOC,1.0
1400633404358598656,santísimo,128,137,MISC,0.754
1400633404597571588,prontosaldremos,1,16,MISC,0.9717
1400633404597571588,covid19,54,61,MISC,0.9998
1400633405079887872,rusia,3,8,LOC,1.0
1400633412822519814,jaarreaza,4,13,ORG,0.8451
1400633412822519814,venezuela,40,49,LOC,0.9191
1400633415746129921,mandreanieto,4,16,PER,0.9991
1400633415746129921,comité del paro,21,36,ORG,0.9992
1400633415746129921,bogotá,56,62,LOC,0.9999
1400633416027197442,españa,29,35,LOC,1.0
1400633417394499586,cinumexico,4,14,ORG,0.9942
1400633417394499586,covid19,55,62,MISC,0.9999
1400633417398730758,europa,30,36,LOC,1.0
1400633418292019200,profetaargen,4,16,PER,0.9868
1400633418292019200,israel,18,24,LOC,0.9999
1400633418292019200,argentina,61,70,ORG,0.9999
1400633422301777920,jaarreaza,4,13,ORG,0.8451
1400633422301777920,venezuela,40,49,LOC,0.9191
1400633425342525446,alberto,0,7,PER,0.4397
1400633425342525446,pfizer,101,107,ORG,0.9998
1400633428282953730,vtvcanal8,4,13,ORG,0.9985
1400633428282953730,covid-19,41,49,MISC,0.9999
1400633428282953730,venezuela,51,60,LOC,0.9999
1400633428396048388,méxico,17,23,LOC,0.9999
1400633429109190656,ministro de salud,24,41,MISC,0.9991
1400633429109190656,chile,47,52,LOC,0.9999
1400633429109190656,jefe de contingencia covid19,90,118,MISC,0.9981
1400633430514274310,muvaragua,4,13,ORG,0.9995
1400633430514274310,covid19,121,128,MISC,0.9999
1400633432397471747,covid19,0,7,MISC,0.9738
1400633433676652546,mike,4,8,PER,0.9575
1400633433676652546,oviedo,9,15,PER,0.9977
1400633433676652546,covid19,33,40,MISC,0.9999
1400633433676652546,felipe calderón,86,101,PER,0.9999
1400633436839329796,muvaragua,4,13,ORG,0.9995
1400633436839329796,covid19,121,128,MISC,0.9999
1400633439687163909,jaarreaza,4,13,ORG,0.8451
1400633439687163909,venezuela,40,49,LOC,0.9191
1400633440375132168,lucigoddoy,4,14,PER,0.8076
1400633441352306691,biden,13,18,PER,0.9999
1400633441352306691,china,39,44,ORG,0.9985
1400633441352306691,covid19,96,103,MISC,0.9999
1400633441352306691,taiwán,186,192,LOC,1.0
1400633442694488068,delcyrodriguezv,4,19,PER,0.9026
1400633442694488068,comisión presidencial para la prevención y control,28,78,ORG,0.9999
1400633442694488068,covid19,83,90,ORG,0.9999
1400633443667656707,mippcivzla,4,14,ORG,0.9967
1400633443667656707,coronavirus,67,78,MISC,1.0
1400633443667656707,covid-19,80,88,MISC,0.9998
1400633444246429702,covid,52,57,PER,0.6439
1400633444246429702,argentina,83,92,LOC,0.9973
1400633445374742531,gobercarchi,4,15,PER,0.9032
1400633445374742531,covid19,108,115,MISC,0.9998
1400633445655748608,antiplandemias,4,18,ORG,0.9858
1400633445655748608,dr,23,26,PER,0.9954
1400633445655748608,wojcik,27,33,PER,0.9957
1400633445932535809,reverendaperra,4,18,PER,0.3664
1400633445932535809,gobiernos,68,77,ORG,0.9619
1400633445932535809,usa,95,98,ORG,0.9999
1400633447647952901,danielsampero,4,17,PER,0.9993
1400633447647952901,covid,119,124,MISC,0.9987
1400633447647952901,u,138,139,MISC,0.9958
1400633448453361664,partidocopei,4,16,ORG,0.9999
1400633448683950089,simonfacio1,4,15,PER,0.795
1400633450227503104,diariotalcual,4,17,ORG,0.9995
1400633450227503104,serviciopúblico,19,34,ORG,0.6065
1400633450227503104,aspirina,128,136,MISC,0.985
1400633452354060290,rcachanosky,4,15,PER,0.8176
1400633452354060290,pfizer,73,79,ORG,1.0
1400633452354060290,c,138,139,MISC,0.9975
1400633453704515587,colsaludable,4,16,ORG,0.5982
1400633453704515587,quieresserelmuertocienmilporcovid,18,51,MISC,0.9997
1400633453704515587,colombia,56,64,LOC,1.0
1400633453704515587,ocarrenom,128,137,PER,0.6012
1400633454082023427,lucigoddoy,4,14,PER,0.8076
1400633455722090496,cnnee,4,9,ORG,1.0
1400633455722090496,brasil,46,52,ORG,0.5491
1400633455722090496,copa améri,129,139,MISC,0.9999
1400633455952732162,rebnat,4,10,ORG,0.6733
1400633455952732162,seca,26,30,MISC,0.91
1400633455952732162,palabradechelera,96,112,MISC,0.9992
1400633456267350016,encantador,4,14,ORG,0.4717
1400633456267350016,hongonegro,35,45,MISC,0.9999
1400633456267350016,méxico,57,63,LOC,0.9999
1400633456267350016,covid,82,87,ORG,0.9467
1400633456321826816,covid-19,0,8,MISC,0.9996
1400633456321826816,venezuela,11,20,LOC,1.0
1400633456321826816,lara,52,56,LOC,1.0
1400633457731067906,lucigoddoy,4,14,PER,0.8076
1400633457974386691,jazz,5,9,ORG,0.8046
1400633457974386691,montiel,13,20,PER,0.9994
1400633457974386691,foyth,58,63,PER,0.9998
1400633458188296198,lucigoddoy,4,14,PER,0.8076
