Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1462919265833525250,anti-american,34,47,MISC,0.8822
1462919299861921802,jason kenney,12,24,PER,0.9951
1462919338864914438,qanon,26,31,MISC,0.5353
1462919338864914438,qanon shaman’s case,68,87,ORG,0.5233
1462919338864914438,chansley,109,117,PER,0.7508
1462919406804082690,rebeccajemm not a nimby,1,24,MISC,0.7726
1462919519240814595,pauline hanson,61,75,PER,0.9354
1462919519240814595,malcolm roberts,118,133,PER,0.9834
1462919637931372560,barbmirajx nicki,1,17,PER,0.8055
1462920342423232515,pauline hanson,61,75,PER,0.9354
1462920342423232515,malcolm roberts,118,133,PER,0.9834
1462920629628375041,qanon,26,31,MISC,0.5353
1462920629628375041,qanon shaman’s case,68,87,ORG,0.5233
1462920629628375041,chansley,109,117,PER,0.7508
1462921353670144003,qanon,26,31,MISC,0.5353
1462921353670144003,qanon shaman’s case,68,87,ORG,0.5233
1462921353670144003,chansley,109,117,PER,0.7508
1462921455453315079,florida,59,66,LOC,0.9989
1462921455453315079,desantis,72,80,MISC,0.7718
1462921594062491655,qanon,26,31,MISC,0.5353
1462921594062491655,qanon shaman’s case,68,87,ORG,0.5233
1462921594062491655,chansley,109,117,PER,0.7508
1462921770298757126,florida,71,78,LOC,0.8911
1462921770298757126,new york,127,135,LOC,0.8135
1462921783812804610,covid,75,80,ORG,0.5655
1462922769050472451,antivax?,55,63,MISC,0.4101
1462922838084628480,qanon,26,31,MISC,0.5353
1462922838084628480,qanon shaman’s case,68,87,ORG,0.5233
1462922838084628480,chansley,109,117,PER,0.7508
1462923851080224771,antivax,187,194,MISC,0.6012
1462924027807379456,monique,0,7,PER,0.8465
1462924027807379456,samuels,33,40,PER,0.7059
1462924906966892546,americans,74,83,MISC,0.9987
1462924906966892546,americans,174,183,MISC,0.9993
1462925033802715139,covid,96,101,ORG,0.6868
1462925166829256708,lard lad,195,203,PER,0.5978
1462925206817624073,pauline hanson,61,75,PER,0.9354
