Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1411203048962150400,alberto3strella,4,19,PER,0.9896
1411203049457176576,covid19,214,221,MISC,0.9998
1411203049457176576,zuspumbsym,236,246,MISC,0.5193
1411203049457176576,estamosseguros,248,262,ORG,0.9103
1411203049457176576,estamosseguros,264,278,ORG,0.8397
1411203050384023553,antigona1488,4,16,ORG,0.7044
1411203050384023553,amelia flores,57,70,PER,1.0
1411203050384023553,covid19,120,127,MISC,0.9285
1411203056411328512,covid19,0,7,MISC,0.9909
1411203061469560836,españa,29,35,LOC,1.0
1411203062954348550,europa,30,36,LOC,1.0
1411203063499530245,dr michael yeadon,11,29,PER,0.9998
1411203063499530245,pfizer pharmaceuticals,52,74,ORG,0.9999
1411203063499530245,covid19,108,115,MISC,0.9999
1411203066263707648,runrunesweb,4,15,ORG,0.7077
1411203066263707648,serviciopúblico,17,32,ORG,0.6394
1411203066263707648,guillermo vargas,47,63,PER,1.0
1411203066263707648,perú,107,111,LOC,1.0
1411203070122512385,rafaelg,4,11,PER,0.6826
1411203079278673923,parquealamillo,0,14,LOC,0.4821
1411203079278673923,covid19,173,180,MISC,0.9994
1411203079278673923,juntasevilla,182,194,ORG,0.9161
1411203079278673923,fomentoand,197,207,ORG,0.9358
1411203080419364872,amlo,29,33,PER,0.9985
1411203080419364872,méxico,46,52,LOC,0.9988
1411203080419364872,amlo,102,106,PER,0.9997
1411203080419364872,lopezobrador,110,122,PER,0.9831
1411203080419364872,partidomorenamx,126,141,ORG,0.9996
1411203096320131072,titeresanti,4,15,ORG,0.5022
1411203096320131072,centro democrático,37,55,ORG,0.9999
1411203096320131072,colombia,58,66,LOC,0.9946
1411203097372856321,fabioferrer,4,15,PER,0.6342
1411203097372856321,dnu,92,95,MISC,0.9886
1411203106008936448,semaforocovidgalicia,14,34,MISC,0.9937
1411203106008936448,covid19,81,88,MISC,0.9996
1411203106008936448,galicia,92,99,LOC,1.0
1411203106008936448,ourense,106,113,LOC,1.0
1411203106008936448,lugo,118,122,LOC,1.0
1411203106008936448,ferrol,128,134,LOC,1.0
1411203115240636417,lucaspalaciosc,1,15,PER,0.9997
1411203115240636417,margaritaossar,17,31,PER,0.9996
1411203117501255685,estrategia de saludmental,17,42,MISC,0.9999
1411203117501255685,interterritorial,47,63,MISC,0.9999
1411203117501255685,covid19,125,132,MISC,0.9998
1411203117501255685,mariagsn,222,230,PER,0.4715
1411203126816825345,mgonramc,4,12,ORG,0.9877
1411203126816825345,pabellonsmartin,47,62,LOC,0.4704
1411203126816825345,covid19,90,97,MISC,0.9998
1411203126816825345,hunsc,117,122,ORG,0.4374
1411203129354358785,mytxtlatam,4,14,ORG,0.9989
1411203129354358785,투모로우바이투게더,21,30,MISC,0.9875
1411203129354358785,txt,32,35,ORG,0.9889
1411203129354358785,txt,45,48,ORG,0.9936
1411203129354358785,beomgyu,68,75,PER,0.9994
1411203134379204608,titeresanti,4,15,ORG,0.5022
1411203134379204608,centro democrático,37,55,ORG,0.9999
1411203134379204608,colombia,58,66,LOC,0.9946
1411203137646608386,e,4,5,PER,0.8362
1411203137646608386,fleischman,6,16,PER,0.9999
1411203151286476800,vozeneldesiert0,4,19,PER,0.9895
1411203151286476800,piedadcordoba,51,64,ORG,0.9902
1411203172547403778,fabioferrer,4,15,PER,0.6342
1411203172547403778,dnu,92,95,MISC,0.9886
1411203182190006274,mburgoaenergy,4,17,ORG,0.9932
1411203182190006274,jmanalich,20,29,PER,0.6723
1411203192352907266,hlgatell,4,12,ORG,0.9999
1411203192352907266,plan nacional de vacunación,61,88,MISC,0.9999
1411203192352907266,covid19,96,103,MISC,0.9998
1411203203748728833,mrs_olivato,4,15,PER,0.9939
1411203203748728833,marceslow,18,27,PER,0.9786
1411203206781321216,phillipbutters,4,18,PER,0.9821
1411203206781321216,justicia social,32,47,MISC,0.9994
1411203217355124742,cubadebatecu,4,16,ORG,0.9623
1411203217355124742,knowledge ecology international,49,80,ORG,0.9999
1411203217355124742,kei,82,85,ORG,1.0
1411203217355124742,whitehouse,109,119,ORG,0.9958
1411203217355124742,potus,121,126,ORG,0.9999
1411203242894180352,pajaropolitico,4,18,ORG,0.9858
1411203242894180352,covid citibanamex,89,106,MISC,0.9895
1411203258270498817,fabioferrer,4,15,PER,0.6342
1411203258270498817,dnu,92,95,MISC,0.9886
1411203289484517376,cuestaarribo,4,16,PER,0.9492
1411203289484517376,hong kong,66,75,LOC,1.0
1411203289484517376,china,82,87,LOC,0.9998
1411203289484517376,oms,113,116,ORG,0.9995
1411203289484517376,oms,119,122,ORG,0.9994
1411203291107692549,bolsonaro,11,20,PER,0.9257
1411203294874251267,cirogomezl,4,14,PER,0.9991
1411203294874251267,méxico,16,22,LOC,1.0
1411203294874251267,covid19,73,80,MISC,0.9999
1411203321231249409,alberto3strella,4,19,PER,0.9896
1411203322917367808,amaralcassi,4,15,ORG,0.8449
1411203327422091271,centralfm,4,13,ORG,0.9983
1411203327422091271,centralfmequilibrio,25,44,MISC,0.2658
1411203327422091271,claudia sheinbaum,46,63,PER,0.9999
1411203327422091271,covid-19,105,113,MISC,0.9994
1411203327422091271,ciudad de méxic,122,137,LOC,0.9999
1411203335642886146,presidenciacuba,4,19,ORG,0.9993
1411203335642886146,diazcanelb,51,61,PER,0.9295
1411203335642886146,covid19,104,111,MISC,0.9999
1411203335642886146,to,135,137,MISC,0.9957
1411203342286610435,cubaliborio,4,15,ORG,0.9946
1411203342286610435,covid19,30,37,MISC,0.9996
1411203342286610435,cuba,45,49,LOC,0.9999
1411203342286610435,abdala,54,60,MISC,0.8673
1411203342286610435,abajoladictadura,84,100,ORG,0.9701
1411203342286610435,minsapcuba,102,112,ORG,0.9924
1411203342286610435,granma,115,121,ORG,0.9998
1411203342286610435,cubad,131,136,ORG,0.9963
1411203377392984065,apcvalladolid,4,17,ORG,0.9981
1411203377392984065,vacunavalladolid covid19,21,45,MISC,0.9765
1411203377392984065,cc mi,131,137,LOC,0.9998
1411203380588974080,drpacomoreno1,4,17,PER,0.9994
1411203383302705153,b,4,5,PER,0.9041
1411203383302705153,baruj,6,11,PER,0.7861
1411203385718681601,itajuschile,4,15,ORG,0.9209
1411203385718681601,jmanalich,18,27,PER,0.7707
1411203385718681601,covid,118,123,PER,0.9999
1411203407948492802,amlolujodependejete,20,39,PER,0.9868
1411203407948492802,morenacunadeldelito,42,61,PER,0.9994
1411203407948492802,méxico,74,80,LOC,0.9999
1411203415242313729,saludsv,4,11,ORG,0.9974
1411203415242313729,covid19,43,50,MISC,0.9999
1411203439766482946,rqpbolivia,4,14,ORG,0.7648
1411203439766482946,armys,42,47,ORG,0.9812
1411203439766482946,bts,62,65,ORG,0.9996
1411203439766482946,top5rqp,113,120,MISC,0.9999
1411203450755596291,rinconet,4,12,PER,0.4402
1411203450755596291,austrazuela,32,43,ORG,0.5439
1411203450755596291,banderazo,51,60,MISC,0.9995
1411203455117574150,brozoxmiswebs,4,17,ORG,0.8513
1411203455117574150,unidad temporal citibanamex,110,137,ORG,0.9441
1411203460624703488,imrankhanstudentskisunlo,22,46,PER,0.8896
1411203462348611590,inesmchapman,4,16,PER,0.8766
1411203462348611590,elsa,29,33,MISC,0.9997
1411203462348611590,defensa civil,87,100,ORG,0.9999
1411203468937814016,choixthk,4,12,PER,0.1645
1411203468937814016,beomgyu,33,40,PER,0.9999
1411203475900350465,ojo,4,7,ORG,0.9546
1411203475900350465,dirección regional de salud de loreto,29,66,ORG,0.9998
1411203475900350465,covid19,109,116,MISC,0.9998
1411203475900350465,iqu,133,136,LOC,0.9996
1411203486033891336,omarbellomd,4,15,PER,0.9996
1411203486033891336,delta,47,52,MISC,0.9999
1411203486033891336,epsilon,55,62,MISC,0.9999
1411203486033891336,sarscov2,66,74,MISC,0.9999
1411203486033891336,delta,79,84,MISC,0.8947
1411203486033891336,sarscov2,85,93,MISC,0.9768
1411203486033891336,wuhan,127,132,MISC,0.9998
1411203486033891336,d,134,135,MISC,0.9993
1411203500999118848,manhattan,4,13,ORG,0.5534
1411203503326912512,covid-19,21,29,MISC,0.9984
1411203503326912512,influenza,32,41,MISC,0.9542
1411203503326912512,vih,54,57,MISC,0.996
1411203503326912512,tuberculosis,60,72,MISC,0.6359
1411203503326912512,lepra,75,80,MISC,0.9718
1411203503326912512,edad media,269,279,MISC,0.9998
1411203506489470978,pmigoya,4,11,ORG,0.9991
1411203506489470978,morena,72,78,LOC,0.9998
1411203506489470978,covid,94,99,PER,0.959
1411203506489470978,cáncer,117,123,MISC,0.9996
1411203506694930433,luzmararboleda,4,18,PER,0.9955
1411203506694930433,covid,98,103,ORG,0.891
1411203511451361284,mvillacortaof,4,17,ORG,0.9918
1411203511451361284,covid19,124,131,MISC,0.9999
1411203511933624320,gobcdmx,4,11,ORG,0.9997
1411203511933624320,covid19,61,68,MISC,0.9999
1411203511933624320,ciudad,75,81,LOC,1.0
1411203514366316545,imagentvmex,4,15,ORG,0.9966
1411203514366316545,envivo,17,23,LOC,0.9995
1411203514366316545,covid19,43,50,MISC,0.9999
1411203514366316545,dj,98,100,MISC,0.7191
1411203514366316545,naucalpan,104,113,LOC,1.0
1411203516639629314,presidenciaperu,4,19,ORG,0.9991
1411203516681576452,sinlinea,4,12,ORG,0.9999
1411203516681576452,morena,18,24,PER,0.9998
1411203516681576452,ine,33,36,ORG,0.9997
1411203516681576452,covid-19,115,123,MISC,0.9999
1411203516681576452,pria,135,139,ORG,0.9999
1411203525514760193,bravo19703,4,14,PER,0.7418
1411203525514760193,hong kong,31,40,LOC,0.9999
1411203525514760193,covid-19,88,96,MISC,0.9998
1411203526748000258,covid-19,76,84,MISC,0.9999
1411203526815064073,drpacomoreno1,4,17,PER,0.9994
1411203529717563399,charry,4,10,PER,0.5677
1411203529717563399,manager,11,18,PER,0.4961
1411203529717563399,covid19,59,66,MISC,0.9999
1411203529717563399,colombia,70,78,LOC,1.0
1411203529717563399,ivanduque,106,115,PER,0.8424
1411203533043548161,iescolar,4,12,ORG,0.9963
1411203533043548161,domusvi,14,21,ORG,0.9974
1411203533043548161,covid,93,98,MISC,0.9997
1411203537841934336,marianodelrey,4,17,PER,0.976
1411203537841934336,la cámpora,45,55,ORG,0.9999
1411203544171094020,toni,4,8,PER,0.9911
1411203544171094020,valero,9,15,PER,0.996
1411203544171094020,españa,89,95,LOC,1.0
1411203545299304448,miguelpureza,4,16,PER,0.9992
1411203550269607936,mariolysosap,4,16,PER,0.9992
1411203550269607936,morelos,34,41,LOC,1.0
1411203550269607936,mexico,43,49,LOC,1.0
1411203555390898178,covid-19,2,10,MISC,0.9996
1411203555390898178,salud,12,17,MISC,0.9362
1411203555390898178,medical groupzirigoza,149,170,ORG,0.9993
1411203559165734912,leomaracardenas,4,19,ORG,0.3548
